Key,Type,Desc,English,Turkish,German,French,Italian,Spanish,Portuguese,Japanese,Korean
signout_facebook_prompt,Text,,"Sign out from Facebook","Facebook'tan çıkış yap","Bei Facebook abmelden","Se déconnecter de Facebook","Esci da Facebook","Cerrar sesión en Facebook","Sair do Facebook","Facebookからサインアウト","Facebook에서 로그아웃"
key_challenge_completion,Text,,"You finished key challange!","Anahtar mücadelesini bitirdin!","Du hast die Schlüsselherausforderung beendet!","Vous avez terminé le défi des clefs !","Hai completato la Sfida delle chiavi!","¡Fin del desafío de llaves!","Você completou o desafio das chaves!","キーのチャレンジを完了しました！","열쇠 챌린지를 완료했습니다!"
open,Text,,"Open","Açık","Offen","Ouvert","Aperto","Abrir","Aberta","公開","열림"
win_levels_rise_up,Text,,"Win levels in a row to ride up!","Seviyeler üst üste kazan ve yukarı çık!","Gewinne Level hintereinander,<br>um aufzusteigen!","Gagne des niveaux<br>d'affilée pour monter!","Vinci livelli di fila per salire!","Gana niveles seguidos para subir!","Ganhe níveis seguidos para subir!","連続してレベルをクリアして上に行け","레벨을 연속으로깨고 올라가!"
leave,Text,,"Leave","Ayrıl","Verlassen","Quitter","Esci","Abandonar","Sair","退出","나가기"
beat_levels_first_try_powerups,Text,,"Beat levels on your first try to start<br>the next level with power-ups!","Sonraki seviyeye güçlendirmelerle başlamak için<br>seviyeleri ilk denemede geç!","Gewinne Level beim ersten Versuch<br>und starte das nächste Level mit Power-ups!","Terminez des niveaux du premier coup pour commencer<br>le niveau suivant avec des bonus !","Supera i livelli al primo tentativo per iniziare<br>il successivo con dei booster!","¡Supera niveles a la primera para empezar<br>el siguiente con potenciadores!","Complete níveis na primeira tentativa para começar<br>o nível seguinte com potencializadores!","初回の挑戦でレベルをクリアすると、次のステージを<br>パワーアップと共に開始できます！","첫 시도에서 레벨을 공략하면<br>파워업을 가지고 다음 레벨을 시작할 수 있어요!"
tutorial_text_label,Text,,"Tutorial Text","Eğitim Metni","Tutorialtext","Didacticiel","Testo del tutorial","Tutorial","Texto do tutorial","チュートリアルテキスト","튜토리얼 텍스트"
kick_player_confirmation,Text,,"Are you sure you want to<br>kick {0}?","{0} adlı oyuncuyu atmak istediğinden emin misin?","Bist du sicher, dass du {0} entfernen willst?","Êtes-vous sûr(e) de vouloir expulser {0} ?","Vuoi davvero espellere<br>{0}?","¿Seguro que quieres expulsar a {0}?","Tem certeza de que quer<br>expulsar {0}?","本当に<br>{0}を<br>退出しますか？","정말로 {0}님을 내보내시겠습니까?"
take_lead_next_time_short,Text,,"Take the lead<br>next time!","Bir dahaki sefere<br>birinci ol!","Übernimm nächstes<br>Mal die Führung!","Prenez l'avantage<br>la prochaine fois !","Prendi il comando<br>la prossima volta!","¡Lidera<br>la próxima vez!","Assuma a liderança<br>na próxima vez!","次回は一位を<br>目指しましょう！","다음에는<br>선두를 차지하세요!"
be_first_win_rewards,Text,,"Be the first and<br>win amazing rewards!","Birinci ol ve muhteşem<br>ödüller kazan!","Erreiche die Spitze und<br>gewinne tolle Belohnungen!","Arrivez en premier et remporter<br>de superbes récompenses !","Supera il livello prima di tutti<br>e vinci fantastiche ricompense!","Queda en primer lugar<br>¡y gana recompensas!","Conquiste o primeiro lugar e<br>ganhe recompensas fantásticas!","一位になって豪華報酬<br>を獲得しましょう！","1위가 되어놀라운<br>보상을 차지하세요!"
required_level_label,Text,,"Required Level:","Gereken Seviye:","Erforderliches Level:","Niveau requis :","Livello richiesto:","Requisito de nivel:","Nível necessário:","必要レベル：","필요 레벨:"
double_pack_offer,Text,,"Double Pack","Çifte Paket","Doppelpaket","Pack double","Pacchetto doppio","Paquete doble","Pacote duplo","ダブルパック","더블 팩"
level_chest,Text,,"Level Chest","Seviye Sandığı","Level-Truhe","Coffre de niveau","Forziere dei livelli","Cofre de niveles","Baú de nível","レベルチェスト","레벨 상자"
weekly_helps_label,Text,,"Weekly Helps:","Haftalık Yardımlar:","Wöchentliche Hilfen:","Aides hebdomadaires :","Aiuti settimanali:","Ayudas semanales:","Ajudas semanais:","ウィークリーヘルプ：","주간 도움:"
completed,Text,,"Completed","Tamamlandı","Abgeschlossen","Terminé","Completato","Completado","Completou","完了","완료함"
pause,Text,,"Pause","Duraklat","Pause","Pause","Pausa","Pausa","Pausa","一時停止","일시 정지"
leader,Text,,"Leader","Lider","Anführer","Leader","Leader","Líder","Líder","リーダー","리더"
tap_to_claim,Text,,"Tap to Claim","Almak için dokun","Zum Abholen tippen","Appuyez pour récupérer","Tocca per ritirare","Toca para recoger","Toque para coletar","タップして受け取る","탭하여 받기"
loading_indicator,Text,,"Loading...","Yükleniyor...","Laden ...","Chargement...","Caricamento...","Cargando...","Carregando...","ロード中…","로딩 중..."
signed_out_social_notice,Text,,"Signed out from social<br>account","Sosyal medya hesabından<br>çıkış yapıldı","Vom Social-Media-<br>Konto abgemeldet.","Déconnexion<br>du compte personnel","Disconnesso dall'account<br>social","Sesión cerrada<br>en red social","Saiu da conta<br>de rede social","ソーシャルアカウントから<br>サインアウトしました","소셜 계정에서<br>로그아웃 됨"
create_lead_team_prompt,Text,,"Create and lead your own team!","Kendi takımını kur ve yönet!","Erstelle und führe dein eigenes Team!","Créez et dirigez votre propre équipe !","Crea e guida la tua squadra!","¡Crea y lidera tu propio equipo!","Crie e lidere sua equipe!","チームを作り、率いましょう！","당신만의 팀을 생성하고 이끄세요!"
full,Text,,"Full","Dolu","Voll","Plein","Max","A tope","Máx","満タン","꽉 참"
fail,Text,,"Fail!","Başarısız!","Fehlgeschlagen!","Échec !","Errore!","Error","Falhou!","失敗！","실패!"
accept,Text,,"Accept","Kabul Et","Akzeptieren","Accepter","Accetta","Aceptar","Aceitar","OK","수락"
beat_levels_in_row,Text,,"Beat Levels<br>in a Row!","Seviyeleri Arka<br>Arkaya geç!","Gewinne Level<br>nacheinander!","Terminez des niveaux<br>à la suite !","Supera livelli<br>di fila!","¡Supera niveles<br>seguidos!","Complete níveis<br>em sequência!","連続で<br>レベルをクリア！","연속으로<br>레벨을 공략하세요!"
signed_in_google,Text,,"Signed in with<br>Google","Google ile<br>giriş yapıldı","Mit Google<br>angemeldet","Connecté avec<br>Google","Accesso con<br>Google","Sesión iniciada con<br>Google","Fez login com o<br>Google","Googleでサインイン<br>しました","Google로<br>로그인 됨"
kick,Text,,"Kick","At","Entfernen","Renvoyer","Espelli","Expulsar","Expulsar","キック","내보내기"
delete_account_input,Text,,"Type "DELETE" here...","Buraya "SİL" yaz...","Gib „LÖSCHEN“ hier ein ...","Tapez « SUPPRIMER » ici...","Digita "CANCELLA" qui...","Escribe "ELIMINAR" aquí...","Digite "APAGAR" aqui...","「削除」を入力…","여기에 "삭제하기" 입력... "
signin_google_prompt,Text,,"Sign in with Google","Google ile giriş yap","Mit Google anmelden","Se connecter avec Google","Accedi con Google","Iniciar sesión con Google","Fazer login com o Google","Googleでサインイン","Google로 로그인"
description,Text,,"Description","Açıklama","Beschreibung","Description","Descrizione","Descripción","Descrição","説明","설명"
win_amazing_rewards,Text,,"Win Amazing Rewards!","Muhteşem Ödüller Kazan!","Gewinne tolle Belohnungen!","Remportez des récompenses<br>incroyables !","Vinci incredibili ricompense!","¡Gana increíbles recompensas!","Ganhe recompensas incríveis!","豪華報酬を手に<br>入れましょう！","놀라운 보상을 획득하세요!"
score_multiplier_reset_warning,Text,,"Your score multiplier<br>progress will be reset!","Skor çarpanı<br>ilerlemen sıfırlanacak!","Dein Punktemultiplikator<br>wird zurückgesetzt!","La progression de votre multiplicateur<br>de score sera réinitialisée !","I tuoi progressi nel moltiplicatore<br>di punti saranno azzerati!","¡Se restablecerá<br>el multiplicador de puntos!","O multiplicador de<br>pontuação será zerado!","スコアマルチプライヤーの<br>進行がリセットされます！","점수 배율 진행 상황이<br>초기화됩니다!"
no_money_taken_notice,Text,,"No money was taken from your account. Please try again.","Hesabından para eksilmedi. Lütfen tekrar dene.","Es wurde kein Geld von deinem Konto abgebucht. Bitte versuche es erneut.","Aucune somme n'a été prélevée sur votre compte. Veuillez réessayer.","Non è stato prelevato denaro dal tuo conto. Riprova.","No se ha cogido dinero de tu cuenta. Vuelve a intentarlo.","Nenhum dinheiro foi retirado da sua conta. Tente novamente.","アカウントに請求されませんでした。もう一度お試しください。","귀하의 계정에서 돈이 인출되지 않았습니다. 다시 시도하세요."
signout_apple_prompt,Text,,"Sign out from Apple","Apple'dan çıkış yap","Bei Apple abmelden","Se déconnecter d'Apple","Esci da Apple","Cerrar sesión en Apple","Sair da sessão da Apple","Appleからサインアウト","Apple에서 로그아웃"
privacy_policy_label,Text,,"Privacy Policy","Gizlilik Politikası","Datenschutzrichtlinie","Politique de confidentialité","Informativa sulla privacy","Política de privacidad","Política de Privacidade","プライバシーポリシー","개인정보보호정책"
claim,Text,,"Claim","Al","Abholen","Récupérer","Ritira","Recoger","Coletar","受け取る","받기"
free_exclamation,Text,,"Free!","Ücretsiz!","Gratis!","Gratuit !","Gratis!","¡Gratis!","Grátis!","無料","무료!"
signin_apple_prompt,Text,,"Sign in with Apple","Apple ile giriş yap","Mit Apple anmelden","Se connecter avec Apple","Accedi con Apple","Iniciar sesión con Apple","Iniciar sessão com a Apple","Apple でサインイン","Apple로 로그인"
shop,Text,,"Shop","Mağaza","Shop","Boutique","Negozio","Tienda","Loja","ショップ","상점"
helmet_rush,Text,,"Helmet Rush","Kask Heyecanı","Helmrausch","Casques dorés","Corsa del casco","A cascoporro","Corrida do Capacete","ヘルメットラッシュ","안전모 러시"
leave_team_confirmation,Text,,"Do you really want to<br>leave your team?","Takımından ayrılmak<br>istediğine emin misin?","Willst du dein Team<br>wirklich verlassen?","Souhaitez-vous vraiment<br>quitter votre équipe ?","Vuoi davvero uscire<br>dalla tua squadra?","¿Seguro que quieres<br>abandonar el equipo?","Tem certeza de que quer<br>sair da equipe?","本当にチームを<br>退出しますか？","정말로 이 팀을<br>떠나시겠습니까?"
congratulations,Text,,"Congratulations!","Tebrikler!","Glückwunsch!","Bravo !","Complimenti!","¡Enhorabuena!","Parabéns!","おめでとう！","축하해요!"
change_name_option,Text,,"Change Name","Adını Değiştir","Namen ändern","Modifier le nom","Cambia nome","Cambiar nombre","Trocar apelido","名前の変更","이름 변경"
members,Text,,"Members","Üyeler","Mitglieder","Membres","Membri","Miembros","Membros","メンバー","멤버"
signout,Text,,"Sign Out","Çıkış","Abmelden","Se déconnecter","Esci","Cerrar sesión","Sair","サインアウト","로그아웃"
collect_balls_team_rewards,Text,,"Collect balls with your team<br>and get amazing rewards!","Takımınla top topla<br>ve muhteşem ödüller al!","Sammle mit deinem Team<br>Bälle und erhalte tolle Belohnungen!","Récupérez des balles avec votre équipe<br>et gagnez de superbes récompenses !","Raccogli le palle con la tua squadra<br>e ottieni fantastiche ricompense!","Recoge bolas con tu equipo<br>¡y gana increíbles recompensas!","Colete bolas com sua equipe<br>e ganhe recompensas fantásticas!","チームでボールを集め<br>豪華報酬を手に入れましょう！","팀과 함께 공을 수집하고<br>놀라운 보상을 획득하세요!"
match_order_irrelevant,Text,,"Items don't have to be<br>in order to match!","Öğeleri eşleştirmek için<br>arka arkaya toplaman gerekmez!","Die Gegenstände müssen nicht<br>in einer Reihenfolge kombiniert werden!","Il n'est pas nécessaire que les objets soient<br>dans l'ordre pour être associés.","Gli oggetti non devono essere<br>in ordine per essere abbinati!","¡No hace falta combinar<br>los objetos en orden!","Os itens não precisam estar<br>em ordem para serem combinados!","アイテムは並んでいなくても<br>マッチできます！","아이템을 순서대로<br>매치하지 않아도 됩니다!"
account_deletion_duration_notice,Text,,"Account deletion process might take up to 30 days. Once your account is deleted, this action can not be reversed.","Hesap silme işlemi 30 günü bulabilir. Hesabın silindiğinde bu eylem geri alınamaz.","Die Kontolöschung kann bis zu 30 Tage dauern. Sobald dein Konto gelöscht ist, kann diese Aktion nicht mehr rückgängig gemacht werden.","La procédure de suppression du compte peut prendre jusqu'à 30 jours. La suppression de votre compte est irréversible.","Il processo di cancellazione dell'account potrebbe richiedere fino a 30 giorni. Una volta che il tuo account sarà stato cancellato, l'azione sarà irreversibile.","El proceso de eliminación de cuenta puede tardar hasta 30 días. Una vez completado, la acción es irreversible.","O processo de exclusão da conta pode levar até 30 dias. Depois que a conta é excluída, não é possível recuperá-la.","アカウントの削除プロセスには、最大で30日ほどかかる場合があります。アカウントの削除後には、この行為を取り消すことはできません。","계정 삭제 처리는 최대 30일이 걸립니다.<br>계정이 삭제된 후에는 이 조치를 되돌릴 수<br>없습니다."
